InvoiceNo,InvoiceValue,TotalQuantity,NumItems,ValueBin
557861,220.83,111,13,£200-500
557864,173.85,211,12,£100-200
557869,6.8999999999999995,4,3,<£50
557870,314.7,312,21,£200-500
557871,300.78000000000003,130,13,£200-500
557873,14.850000000000001,3,1,<£50
557875,371.89,203,20,£200-500
557877,130.8,38,8,£100-200
557878,1110.68,687,103,>£1K
557881,302.16,360,12,£200-500
557884,145.2,72,16,£100-200
557886,580.04,233,80,£500-1K
557887,21.95,5,2,<£50
557888,157.94,80,51,£100-200
557891,720.03,437,40,£500-1K
557892,421.39,199,65,£200-500
557893,348.59999999999997,268,11,£200-500
557894,291.38,171,12,£200-500
557896,114.88,43,20,£100-200
557897,382.25,189,19,£200-500
557898,517.05,509,24,£500-1K
557900,617.7,323,22,£500-1K
557933,460.75,133,16,£200-500
557935,429.79999999999995,100,7,£200-500
557936,12.5,1,1,<£50
557937,1238.33,321,178,>£1K
557938,1435.1799999999998,376,192,>£1K
557940,179.0,100,1,£100-200
557942,114.1,28,7,£100-200
557948,158.85,123,9,£100-200
557949,437.75,293,24,£200-500
557950,144.56,41,16,£100-200
557951,181.45000000000002,83,10,£100-200
557952,213.45,82,14,£200-500
557953,35.01,40,6,<£50
557954,817.83,257,67,£500-1K
557955,269.90999999999997,149,14,£200-500
557956,203.81,157,87,£200-500
557957,551.72,253,50,£500-1K
557958,305.7,166,20,£200-500
557959,228.7,64,16,£200-500
557960,147.94,86,36,£100-200
557961,214.4,92,10,£200-500
557962,736.78,465,34,£500-1K
557963,327.6,162,19,£200-500
557964,272.26,165,10,£200-500
557966,607.2,128,3,£500-1K
557967,497.90000000000003,168,15,£200-500
557968,671.9,168,13,£500-1K
557969,169.5,230,4,£100-200
557970,41.9,6,3,<£50
557973,293.96,204,15,£200-500
557974,301.9,100,7,£200-500
557975,438.8,244,15,£200-500
557976,158.99,129,18,£100-200
557995,262.87,193,38,£200-500
558006,119.85000000000001,3,1,£100-200
558027,309.8,236,13,£200-500
558028,374.4,385,27,£200-500
558030,170.51,61,8,£100-200
558031,168.55,37,9,£100-200
558035,307.5,64,18,£200-500
558038,200.47,88,11,£200-500
558039,68.5,38,4,£50-100
558040,177.46,142,9,£100-200
558042,241.47,125,16,£200-500
558043,773.08,520,27,£500-1K
558044,112.5,34,5,£100-200
558049,118.88,242,47,£100-200
558053,312.85,119,17,£200-500
558054,60.9,118,3,£50-100
558055,1.07,2,2,<£50
558056,229.26,162,10,£200-500
558057,765.79,492,39,£500-1K
558058,365.11,251,26,£200-500
558062,603.96,340,6,£500-1K
558063,516.69,519,49,£500-1K
558064,17.38,22,6,<£50
558065,63.25,23,2,£50-100
558066,1110.73,368,133,>£1K
558068,1286.67,268,122,>£1K
558070,20.4,24,1,<£50
558073,371.76,320,27,£200-500
558074,937.0,700,7,£500-1K
558075,484.4,116,24,£200-500
558076,913.36,174,21,£500-1K
558077,708.06,574,20,£500-1K
558078,35.400000000000006,12,1,<£50
558079,151.66,42,4,£100-200
558083,108.53,83,10,£100-200
558084,465.18,550,35,£200-500
558085,387.47,173,19,£200-500
558086,223.07,111,49,£200-500
558087,135.37,164,33,£100-200
558090,79.9,2,1,£50-100
558092,172.89,20,14,£100-200
558093,103.0,21,7,£100-200
558094,131.45000000000002,17,6,£100-200
558096,545.34,174,93,£500-1K
558098,222.32,142,14,£200-500
558099,852.84,429,71,£500-1K
558100,411.33,125,23,£200-500
558101,196.64,110,12,£100-200
558102,187.07,69,40,£100-200
558103,413.6,80,12,£200-500
558104,184.82,56,24,£100-200
558105,389.81,278,126,£200-500
558107,124.76,75,14,£100-200
558111,45.5,7,6,<£50
558115,573.7,397,34,£500-1K
558116,869.72,148,73,£500-1K
558117,249.31,44,22,£200-500
558118,460.13,88,46,£200-500
558119,749.72,121,59,£500-1K
558120,214.76999999999998,35,18,£200-500
558121,171.98,58,9,£100-200
558122,348.12,256,14,£200-500
558123,510.45,271,30,£500-1K
558125,1112.32,656,9,>£1K
558126,666.06,251,8,£500-1K
558127,406.8,120,1,£200-500
558159,167.59,70,14,£100-200
558181,248.7,226,4,£200-500
558182,434.0400000000001,228,5,£200-500
558183,141.03,53,18,£100-200
558191,154.15,72,21,£100-200
558192,348.0,200,2,£200-500
558193,768.0,288,6,£500-1K
558194,162.82,172,54,£100-200
558195,701.88,528,36,£500-1K
558196,626.41,267,83,£500-1K
558197,666.68,1716,20,£500-1K
558198,111.25999999999999,70,19,£100-200
558199,163.29999999999998,50,12,£100-200
558200,220.95,152,48,£200-500
558201,318.2,196,2,£200-500
558203,179.28000000000003,72,1,£100-200
558204,243.76,124,16,£200-500
558232,447.6,324,107,£200-500
558233,339.26,263,9,£200-500
558234,65.39999999999999,60,2,£50-100
558235,453.69,201,36,£200-500
558236,3.9000000000000004,6,1,<£50
558237,613.91,592,78,£500-1K
558240,1046.79,293,146,>£1K
558241,310.12,292,9,£200-500
558242,1.65,1,1,<£50
558243,3.42,10,2,<£50
558246,4.15,1,1,<£50
558247,143.1,34,14,£100-200
558248,576.08,392,9,£500-1K
558259,110.30000000000001,26,6,£100-200
558260,310.0,286,14,£200-500
558261,10.08,24,1,<£50
558264,98.3,50,5,£50-100
558265,376.3,92,8,£200-500
558271,382.46000000000004,188,15,£200-500
558276,62.400000000000006,96,1,£50-100
558293,216.95,377,18,£200-500
558294,339.3,78,3,£200-500
558295,333.65,255,18,£200-500
558310,1382.88,656,3,>£1K
558314,361.8,144,3,£200-500
558315,1452.35,460,66,>£1K
558316,395.40999999999997,66,32,£200-500
558317,173.8,46,3,£100-200
558319,261.73,41,25,£200-500
558321,256.91999999999996,40,32,£200-500
558325,51.0,12,1,£50-100
558328,492.94,559,28,£200-500
558330,299.71,224,35,£200-500
558331,407.04,384,2,£200-500
558332,59.599999999999994,8,2,£50-100
558333,500.0,400,1,£200-500
558335,254.18,174,15,£200-500
558336,315.6,182,13,£200-500
558337,10.8,6,5,<£50
558338,222.9,134,13,£200-500
558339,174.04999999999998,133,15,£100-200
558340,481.45,1,1,£200-500
558341,173.56,78,8,£100-200
558348,307.99,223,17,£200-500
558350,82.66,38,3,£50-100
558351,273.9,106,7,£200-500
558352,107.5,430,1,£100-200
558353,108.0,432,1,£100-200
558355,589.23,222,81,£500-1K
558356,15.0,12,1,<£50
558358,140.06,94,22,£100-200
558362,1353.2,648,6,>£1K
558363,530.4,144,2,£500-1K
558365,250.0,40,1,£200-500
558366,510.72,96,1,£500-1K
558367,345.92,227,42,£200-500
558368,960.08,803,57,£500-1K
558370,323.0,491,43,£200-500
558371,3668.64,772,75,>£1K
558372,550.57,231,58,£500-1K
558375,376.92,162,13,£200-500
558376,60.8,80,5,£50-100
558381,600.0,1,1,£500-1K
558382,322.53,261,17,£200-500
558383,282.23,147,15,£200-500
558384,395.7,84,7,£200-500
558385,478.08,336,7,£200-500
558386,47.92,88,6,<£50
558387,101.76,96,1,£100-200
558389,242.09,201,15,£200-500
558390,576.4,424,12,£500-1K
558416,303.6,123,37,£200-500
558418,259.98,208,10,£200-500
558419,335.33,177,10,£200-500
558420,178.63,89,28,£100-200
558421,60.660000000000004,30,2,£50-100
558430,227.70000000000002,104,11,£200-500
558432,342.21000000000004,225,16,£200-500
558435,474.18,226,18,£200-500
558437,175.89,112,26,£100-200
558440,32.65,3,2,<£50
558441,145.48,68,49,£100-200
558442,110.92,29,24,£100-200
558443,403.44,200,6,£200-500
558447,856.32,480,8,£500-1K
558452,258.12,134,13,£200-500
558453,1.7,2,1,<£50
558454,305.0,114,16,£200-500
558455,311.65,139,12,£200-500
558456,47.5,10,2,<£50
558458,125.95,14,12,£100-200
558459,109.64,76,33,£100-200
558460,406.46,270,14,£200-500
558461,185.85,104,48,£100-200
558462,326.34,271,21,£200-500
558467,170.42000000000002,44,15,£100-200
558470,140.85,15,4,£100-200
558472,547.44,408,4,£500-1K
558473,237.2,200,2,£200-500
558474,204.0,48,1,£200-500
558475,8705.89,4137,705,>£1K
558478,114.35000000000001,41,9,£100-200
558479,119.8,28,12,£100-200
558480,145.75,63,9,£100-200
558481,483.01,149,20,£200-500
558482,13.200000000000001,24,1,<£50
558483,219.83,53,10,£200-500
558484,679.88,250,25,£500-1K
558485,34.38,15,13,<£50
558501,615.09,257,37,£500-1K
558523,2231.3,2105,3,>£1K
558524,187.78,84,7,£100-200
558526,13355.4,4332,9,>£1K
558527,1.65,1,1,<£50
558528,812.0,560,1,£500-1K
558529,23.2,16,1,<£50
558532,328.41,150,30,£200-500
558533,530.47,287,31,£500-1K
558534,567.42,521,38,£500-1K
558535,279.77,126,44,£200-500
558538,246.82,192,44,£200-500
558539,445.42,217,29,£200-500
558540,2662.17,965,88,>£1K
558542,368.3,123,29,£200-500
558552,1948.92,1044,9,>£1K
558554,2390.4,576,1,>£1K
558555,127.1,52,13,£100-200
558556,131.06,94,29,£100-200
558557,428.40000000000003,88,8,£200-500
558558,300.34000000000003,206,57,£200-500
558560,5.95,1,1,<£50
558561,199.7,26,8,£100-200
558562,309.9,242,9,£200-500
558563,344.92,192,20,£200-500
558564,482.6,309,29,£200-500
558565,114.76,106,25,£100-200
558566,28.380000000000003,8,2,<£50
558567,318.9,196,15,£200-500
558568,363.78,257,22,£200-500
558569,5.1,2,2,<£50
558570,142.52,130,22,£100-200
558571,810.26,698,31,£500-1K
558572,228.1,120,8,£200-500
558573,30.0,8,1,<£50
558574,97.2,84,4,£50-100
558610,24.08,19,12,<£50
558611,57.900000000000006,34,3,£50-100
558612,877.6800000000001,828,2,£500-1K
558614,2962.33,1410,388,>£1K
558616,269.4,157,16,£200-500
558619,316.7,314,14,£200-500
558620,154.65,49,36,£100-200
558621,300.04,496,25,£200-500
558622,120.05000000000001,33,5,£100-200
558624,17.0,2,1,<£50
558625,301.06,190,18,£200-500
558627,311.86,7,6,£200-500
558629,32.4,24,2,<£50
558630,646.82,310,28,£500-1K
558631,161.89000000000001,67,25,£100-200
558632,303.53999999999996,349,15,£200-500
558633,294.65000000000003,174,14,£200-500
558634,264.8,38,16,£200-500
558635,91.22,42,14,£50-100
558636,165.5,60,17,£100-200
558637,203.85999999999999,393,34,£200-500
558638,462.58,256,24,£200-500
558641,831.34,330,29,£500-1K
558642,394.34000000000003,182,21,£200-500
558643,410.90000000000003,202,15,£200-500
558647,439.74,212,26,£200-500
558653,17.4,12,1,<£50
558671,345.29999999999995,246,9,£200-500
558679,124.9,81,22,£100-200
558680,207.07999999999998,30,24,£200-500
558681,243.53,35,26,£200-500
558682,482.52,81,51,£200-500
558683,422.75,59,37,£200-500
558685,276.8,108,14,£200-500
558686,184.2,137,11,£100-200
558696,587.3,336,53,£500-1K
558697,4.95,1,1,<£50
558700,304.61,274,82,£200-500
558701,108.94999999999999,21,5,£100-200
558702,156.17,83,33,£100-200
558703,306.75,239,22,£200-500
558704,658.85,287,26,£500-1K
558705,37.78,34,23,<£50
558706,416.96000000000004,320,4,£200-500
558707,100.33,121,43,£100-200
558708,10.76,6,5,<£50
558709,617.03,336,81,£500-1K
558710,31.11,15,11,<£50
558711,18.830000000000002,13,8,<£50
558713,69.02,122,15,£50-100
558714,128.27,349,13,£100-200
558715,116.69,1,1,£100-200
558718,117.68,112,9,£100-200
558719,351.48,132,3,£200-500
558720,8.25,1,1,<£50
558721,8.25,1,1,<£50
558729,440.64,424,14,£200-500
558731,796.83,540,55,£500-1K
558734,9.75,3,1,<£50
558737,13.370000000000001,4,4,<£50
558738,405.38,370,28,£200-500
558740,111.7,28,7,£100-200
558746,215.75,143,18,£200-500
558747,318.90999999999997,53,6,£200-500
558748,115.75,71,8,£100-200
558749,155.34,29,17,£100-200
558750,450.81,257,21,£200-500
558751,462.19,208,66,£200-500
558752,272.26,146,40,£200-500
558754,406.65999999999997,278,51,£200-500
558755,154.25,115,3,£100-200
558756,294.3,92,12,£200-500
558757,223.92000000000002,96,28,£200-500
558758,99.14,40,12,£50-100
558759,247.52,186,25,£200-500
558760,247.25,158,24,£200-500
558761,175.65,103,53,£100-200
558762,406.18,41,15,£200-500
558763,209.51999999999998,160,23,£200-500
558765,145.8,178,10,£100-200
558766,306.33000000000004,107,7,£200-500
558767,384.8,118,29,£200-500
558768,95.15,21,16,£50-100
558769,155.8,171,32,£100-200
558770,115.55,60,26,£100-200
558771,346.38,334,52,£200-500
558772,156.91,69,12,£100-200
558773,86.02,26,10,£50-100
558774,2403.3199999999997,840,310,>£1K
558775,7786.0,1700,6,>£1K
558776,5496.0,1200,6,>£1K
558777,5078.83,828,332,>£1K
558778,471.22,360,31,£200-500
558779,100.8,48,4,£100-200
558808,188.74,49,16,£100-200
558809,506.83,68,44,£500-1K
558810,841.5799999999999,126,48,£500-1K
558811,198.8,42,25,£100-200
558812,750.9,346,34,£500-1K
558814,226.93,135,23,£200-500
558835,206.07,35,22,£200-500
558837,460.65999999999997,93,36,£200-500
558860,249.03,130,46,£200-500
558861,1067.8799999999999,486,56,>£1K
558862,1561.0900000000001,856,77,>£1K
558863,276.82,130,23,£200-500
558867,109.33,40,13,£100-200
558868,375.22,374,16,£200-500
558869,20.95,19,13,<£50
558870,1128.6,228,3,>£1K
558872,289.96000000000004,220,9,£200-500
558873,457.3,270,15,£200-500
558874,90.42999999999999,46,32,£50-100
558875,153.13,81,24,£100-200
558876,360.82,195,52,£200-500
558877,249.05,212,72,£200-500
558878,126.62,85,18,£100-200
558879,369.56,204,18,£200-500
558880,70.8,8,2,£50-100
558885,227.95000000000002,109,12,£200-500
558886,49.5,22,4,<£50
558887,488.55,224,29,£200-500
558888,659.08,285,87,£500-1K
558891,70.80000000000001,24,2,£50-100
558892,298.74,333,18,£200-500
558893,62.6,88,5,£50-100
558894,101.10000000000001,18,2,£100-200
558896,21.45,13,11,<£50
558900,107.7,77,12,£100-200
558902,770.07,395,25,£500-1K
558904,2479.2,946,309,>£1K
558906,433.21999999999997,557,93,£200-500
558908,487.02,256,19,£200-500
558909,789.6600000000001,394,8,£500-1K
558910,1141.2,576,5,>£1K
558911,321.46,236,18,£200-500
558912,31.25,25,1,<£50
558916,663.18,206,12,£500-1K
558917,838.8000000000001,24,1,£500-1K
558918,107.60000000000001,24,7,£100-200
558919,455.45000000000005,235,23,£200-500
558920,104.34,34,5,£100-200
558921,20.8,10,1,<£50
558922,157.4,40,9,£100-200
558923,97.0,20,4,£50-100
558924,318.03,245,9,£200-500
558925,17.4,12,1,<£50
558926,440.71,189,23,£200-500
558927,324.17,181,17,£200-500
558933,289.95,67,8,£200-500
558959,351.14,126,8,£200-500
558963,1088.5,622,16,>£1K
558964,449.81,363,9,£200-500
558970,129.64000000000001,107,8,£100-200
558990,51.36,40,4,£50-100
558991,123.73,104,40,£100-200
558992,351.69,261,21,£200-500
558993,504.98,365,35,£500-1K
558994,349.54,98,5,£200-500
558995,311.82,213,16,£200-500
558996,137.98000000000002,44,9,£100-200
558999,221.52,139,7,£200-500
559000,235.63,104,25,£200-500
559001,300.8,106,10,£200-500
559002,72.0,200,2,£50-100
559005,302.18,166,7,£200-500
559006,307.6,146,8,£200-500
559009,689.58,262,43,£500-1K
559011,694.57,291,41,£500-1K
559013,467.7,606,3,£200-500
559014,305.5,213,15,£200-500
559015,396.9,143,11,£200-500
559016,672.9,150,10,£500-1K
559017,455.16999999999996,294,23,£200-500
559018,160.42000000000002,43,19,£100-200
559020,18.740000000000002,13,2,<£50
559021,532.94,230,6,£500-1K
559023,737.04,984,6,£500-1K
559024,210.10000000000002,110,11,£200-500
559025,214.79999999999998,94,11,£200-500
559026,75.0,60,1,£50-100
559027,642.02,510,22,£500-1K
559028,330.6,234,19,£200-500
559029,19.919999999999998,24,2,<£50
559032,2156.44,1502,36,>£1K
559034,369.85,260,24,£200-500
559035,139.68,93,6,£100-200
559038,3643.81,732,78,>£1K
559039,466.25,71,41,£200-500
559040,146.13,23,18,£100-200
559041,117.84,18,14,£100-200
559042,281.74,37,28,£200-500
559043,580.94,97,37,£500-1K
559044,426.2,460,2,£200-500
559045,178.74,114,7,£100-200
559046,54.9,14,2,£50-100
559047,1278.1,1342,7,>£1K
559048,768.0,1920,4,£500-1K
559050,600.72,1120,7,£500-1K
559051,1477.98,549,204,>£1K
559052,4178.58,1562,464,>£1K
559055,3872.9,1372,487,>£1K
559056,356.99,303,21,£200-500
559057,561.34,400,25,£500-1K
559060,302.20000000000005,260,9,£200-500
559061,197.24,135,41,£100-200
559062,553.92,948,20,£500-1K
559063,173.86,178,22,£100-200
559064,318.66,200,14,£200-500
559068,197.87,85,67,£100-200
559070,110.55,75,7,£100-200
559091,224.84,110,5,£200-500
559092,197.22,99,11,£100-200
559095,431.57,301,27,£200-500
559096,647.9200000000001,1036,3,£500-1K
559097,109.0,90,6,£100-200
559098,605.76,288,3,£500-1K
559106,148.95,66,27,£100-200
559107,127.53,114,37,£100-200
559108,223.68,192,3,£200-500
559109,215.85,82,47,£200-500
559110,594.0,120,1,£500-1K
559111,61.8,84,2,£50-100
559112,215.25,99,12,£200-500
559113,85.0,100,1,£50-100
559120,380.45,248,43,£200-500
559121,308.18,313,16,£200-500
559122,521.34,778,39,£500-1K
559123,253.26000000000002,188,21,£200-500
559124,366.6,128,14,£200-500
559125,437.38,211,24,£200-500
559126,14.5,10,1,<£50
559127,301.9,145,4,£200-500
559128,193.29,103,40,£100-200
559129,167.5,74,9,£100-200
559130,412.2,244,4,£200-500
559131,202.1,93,3,£200-500
559132,255.95,257,20,£200-500
559133,704.01,582,86,£500-1K
559137,5.2,8,1,<£50
559138,215.74,173,27,£200-500
559139,477.9,515,8,£200-500
559141,683.91,380,43,£500-1K
559142,381.17,109,12,£200-500
559143,67.79,24,22,£50-100
559144,312.75,161,18,£200-500
559146,615.3000000000001,244,18,£500-1K
559150,224.79,59,14,£200-500
559151,473.7,60,7,£200-500
559152,76.95,53,5,£50-100
559153,321.14,168,18,£200-500
559154,108.4,34,5,£100-200
559155,221.0,394,25,£200-500
559156,79.62,24,4,£50-100
559157,307.03,167,19,£200-500
559158,345.65,259,13,£200-500
559160,235.82,150,15,£200-500
559161,7.35,4,4,<£50
559162,1618.34,683,237,>£1K
559163,1799.93,649,320,>£1K
559164,587.46,406,6,£500-1K
559165,39.239999999999995,12,9,<£50
559166,1.44,24,1,<£50
559167,532.21,276,15,£500-1K
559168,145.96,76,26,£100-200
559169,311.46,711,17,£200-500
559170,179.35,86,24,£100-200
559171,377.61,195,23,£200-500
559172,65.4,12,1,£50-100
559174,503.8,720,30,£500-1K
559185,19.799999999999997,12,1,<£50
559199,382.36,148,10,£200-500
559200,361.11,233,42,£200-500
559201,95.75,23,6,£50-100
559202,781.03,725,53,£500-1K
559203,830.0000000000001,200,1,£500-1K
559204,909.24,540,6,£500-1K
559205,246.36,252,4,£200-500
559206,128.16,109,3,£100-200
559237,372.0,216,2,£200-500
559254,300.03,154,17,£200-500
559255,768.0,1920,2,£500-1K
559256,819.0,456,37,£500-1K
559289,433.25,255,69,£200-500
559293,28.880000000000003,15,13,<£50
559297,428.49,416,42,£200-500
559299,229.14000000000001,200,15,£200-500
559301,336.8,164,20,£200-500
559302,117.8,28,18,£100-200
559304,27.84,8,2,<£50
559305,142.1,69,26,£100-200
559306,171.45000000000002,82,9,£100-200
559307,370.15,272,47,£200-500
559308,306.42,194,20,£200-500
559310,944.1600000000001,630,26,£500-1K
559311,1837.92,760,37,>£1K
559312,97.5,12,6,£50-100
559313,225.20000000000002,58,8,£200-500
559315,430.00000000000006,101,3,£200-500
559317,285.83,137,52,£200-500
559318,177.21,261,30,£100-200
559319,10.08,24,1,<£50
559320,134.86,88,18,£100-200
559321,422.72,245,24,£200-500
559322,2609.0,1372,7,>£1K
559323,203.6,128,5,£200-500
559324,158.39999999999998,148,2,£100-200
559325,219.78,164,6,£200-500
559326,208.89,134,13,£200-500
559327,203.46,96,13,£200-500
559328,275.76,360,7,£200-500
559329,205.1,318,12,£200-500
559330,400.1,303,29,£200-500
559331,349.92,214,19,£200-500
559332,130.2,40,4,£100-200
559333,23.04,192,2,<£50
559336,113.96000000000001,116,10,£100-200
559337,2184.93,672,298,>£1K
559338,2339.28,823,344,>£1K
559339,90.6,84,2,£50-100
559340,308.58000000000004,66,14,£200-500
559341,443.2,214,11,£200-500
559342,611.22,327,29,£500-1K
559343,4.25,1,1,<£50
559346,202.16,140,15,£200-500
559349,292.82,184,20,£200-500
559350,346.38,179,16,£200-500
559352,126.44999999999999,27,8,£100-200
559353,63.75,5,1,£50-100
559354,365.05,219,24,£200-500
559355,112.71,59,7,£100-200
559356,869.9,390,44,£500-1K
559357,2215.25,581,64,>£1K
559358,180.39,449,13,£100-200
559359,109.9,92,13,£100-200
559360,114.54,68,17,£100-200
559361,253.69999999999996,98,3,£200-500
559363,157.81,71,8,£100-200
559364,761.9200000000001,412,34,£500-1K
559366,413.96,196,19,£200-500
559367,303.14,140,17,£200-500
559368,225.95,125,13,£200-500
